Spelling,Corrected,Suggestion,Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<POI>#2,<POI>#2,,find the directions from <POI>#0 to <POI>#1 that is in <STREET>#0 and near <POI>#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
og,of,,are those <AMENITY>#0 that serves <CUISINE_OF>#0 or <CUISINE_OF>#1 cuisine and has rating og <NUMBER>#0 stars and up open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intersectiin,intersection,,find the phone number of the <POI>#0 at intersectiin <STREET>#0 and <STREET>#1 and find its location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasthe,has the,,let me get the location of those hasthe <CUISINE_OF>#0 or <CUISINE_OF>#1 cuisine and has rating at most <NUMBER>#0 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whichs,which ,,"tell me the number of <AMENITY>#0 there, whichs has <CUISINE_OF>#0 or <CUISINE_OF>#1 cuisine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
areon,are on,,please find me phone number of those places where those places areon <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
's,s,,tell me <POI>#0 in <STREET>#0 near <NEIGHBORHOOD>#0 's phone number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thru,through,,send thru <COMM_METHOD>#0 the opening time of those places that have <CUISINE_OF>#0 or <CUISINE_OF>#1 cuisine to <PERSON>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whith,with,,show me some <CUISINE_OF>#0 or <CUISINE_OF>#1 <AMENITY>#0 whith cusine near here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hous,hours,,which are open hous of <POI>#0 in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whichis,which is,,how can i from <AMENITY>#0 whichis nearest to <AMENITY>#1 and is in <STREET>#0 to here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<TIME>#1,<TIME>#1,,is <POI>#0 in <STREET>#0 that opens at <TIME>#0 open at <TIME>#1 ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatesd,located,,find directions to those places from <AMENITY>#0 which is not a <CUISINE_OF>#0 cuisine and is locatesd in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knoe,know,,let me knoe the open hours of <POI>#0 in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nad,and,,reach the <POI>#0 in <STREET>#0 nad in  neighborhood <NEIGHBORHOOD>#0 phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neighbourhood,neighbourhood,,give me the phone numbers of those places which are in neighbourhood <NEIGHBORHOOD>#0 and are not <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<PERSON>#1,<PERSON>#1,,send the location of <POI>#0 on <NEIGHBORHOOD>#0 to <PERSON>#0 and <PERSON>#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neighborhhod,neighbourhood,,find the phone number of <POI>#0 that is in <STREET>#0 and is in neighborhhod <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diection,direction,,find the diection to <NUMBER>#0 stars rated <POI>#0 in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opn,open,,at <TIME>#0 is the <CUISINE_OF>#0 or <CUISINE_OF>#1 <AMENITY>#0 opn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taht,that,,find nearest <POI>#0 is nearest to <AMENITY>#0 taht is in <STREET>#0 and find opening hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nmany,many,,how nmany <POI>#0 are there near <POI>#1 in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addresss,address,,find addresss and open hours of <AMENITY>#0 in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
howmany,how many,,tell me howmany <CUISINE_OF>#0 or <CUISINE_OF>#1 <AMENITY>#0 there are in <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tthe,the,,show tthe ones on <NEIGHBORHOOD>#0 instead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opeing,opening,,<COMM_METHOD>#0 me the opeing hours of those places,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arein,are in,,please find me phone number of those places where those places arein <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
directionsto,direction to,,give me the directionsto <AMENITY>#0 that it is in <STREET>#0 from <AMENITY>#1 ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finf,find,,finf closinf time of <POI>#0 that open earliest an is in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
closinf,closing,,finf closinf time of <POI>#0 that open earliest an is in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neigborhood,neighbourhood,,discover the location of <POI>#0 that is in neigborhood <NEIGHBORHOOD>#0 and in <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waht,what,,waht about that are less than <DIST>#0 from <AMENITY>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thoes,those,,find the direction to <AMENITY>#0 on <STREET>#0 that is not <POI>#0 from thoes places,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lwt,let,,lwt me find the directions from the <ORDINAL>#0 one of those places to here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thoese,those,,Show only thoese that are less than <DIST>#0 from the <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
placees,places,,show me those placees which are in <POI>#0 and are very expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tose,those,,send the prices category of tose places that has rating at least <NUMBER>#0 stars using <COMM_METHOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doesnt,doesn't,,are the places that doesnt serve <CUISINE_OF>#0 cuisine and are in <POI>#0 open now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<AMENITY>#0s,<AMENITY>#0,,show me <AMENITY>#0s instead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
places',place's,,find those places' phone number here in walking distance from here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palces,places,,show a route from those palces to <AMENITY>#0 tha is not <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tha,that,,show a route from those palces to <AMENITY>#0 tha is not <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atleast,at least,,are the places that are atleast expensive in <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buat,but,,locate ones in <POI>#0 buat don't serve <CUISINE_OF>#0 food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
informrmation,information,,send me informrmation about price category of the <ORDINAL>#0 one of those places via <COMM_METHOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thaat,that,,let me know the info about those places send using <COMM_METHOD>#0 thaat are open latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wich,which,,to <PERSON>#0 using <COMM_METHOD>#0 send the info of those places wich near <STREET>#0 in neighborhood <NEIGHBORHOOD>#0 nearest to <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/are,are,,/are those places open at <TIME>#0 are less than <DIST>#0 from here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centres,center,,display all the places that are not <POI>#0 centres and are open the earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neigbourhood,neighbourhood,,are those places open now and in neigbourhood <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distace,distance,,i need directions from that place to the cheapest <AMENITY>#0 that is in walking distace from here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methe,me the,,show methe direction from those places to <AMENITY>#0 which are not <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unsing,using,,send the street unsing <COMM_METHOD>#0 of those places that have a <AMENITY>#0 and aren't <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beacuse,because,,find phone number of those places where those places is <AMENITY>#0 beacuse i love picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thos,those,,let me know thos places that have <CUISINE_OF>#0 cuisine are nearr <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nearr,near,,let me know thos places that have <CUISINE_OF>#0 cuisine are nearr <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amost,most,,tell me how to those places that are amost expensive from the <POI>#0 that has atleast a <NUMBER>#0 stars rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
places's,places',,using <COMM_METHOD>#0 send those places's price category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itwh,with,,maybe in <NEIGHBORHOOD>#0 there are one open at <TIME>#0 search itwh please,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
',,,forward those places ' s rating to <PERSON>#0 where those places are near here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuisin,cuisine,,send to <PERSON>#0 those places's price category where it have an <CUISINE_OF>#0 cuisin and open now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resturaunt,restaurant,,Show me a route from my location to the resturaunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posible,possible,,as soon as posible let me know if those places are less than <DIST>#0 from here and open now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andmare,and are,,how about the ones that are at least moderately priced andmare not <CUISINE_OF>#0 cuisine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in<DIST>#0,in <DIST>#0,,what of those in<DIST>#0  from there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safeco,safeco,,Safeco Field near <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ot,to,,show me the ones that is open at <TIME>#0 and are nearest ot here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meif,me if ,,tell meif those places are open at <TIME>#0 which are less than <DIST>#0 from <POI>#0 is on <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(,(,,which neighborhood(s) can they be found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
),),,which neighborhood(s) can they be found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wallking,walking,,what about those places with <AMENITY>#0 and within wallking distance of <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
showthe,show the,,showthe places that has <AMENITY>#0 and has <NUMBER>#0 or lower ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plz,please,,let me know if you can send phone number of those places to <PERSON>#0 where those places have the <CUISINE_OF>#0 cuisine plz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
placeswith,places with,,send rating of those placeswith <COMM_METHOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferrably,preferably,,preferrably near <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuber,number,,send thoes places' phone nuber on <COMM_METHOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haverating,have rating,,show me those places which are walking distance from <STREET>#0 and open at <TIME>#0 and also haverating at most <NUMBER>#0 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thosee,those,,let me know if thosee places with <AMENITY>#0 which is not <POI>#0 are open at <TIME>#0 or not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abd,and,,let me know about those places which are near <STREET>#0 neighborhood <NEIGHBORHOOD>#0 abd are less than <DIST>#0 from <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adress,address,,find adress of those places that are not <CUISINE_OF>#0 cuisine and they are in <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onest,one,,how about the onest that is on <STREET>#0 and is open earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw,me,,let mw know about that one near <STREET>#0 in <NEIGHBORHOOD>#0 that is <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ia,is,,do those places serve <CUISINE_OF>#0 cuisine and ia open at <TIME>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dini,find,,dini those places' phone number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latset,latest,,let me know about the ones which are open latset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aon,on,,send information of open hours of those places using <COMM_METHOD>#0 where those places are highest rated and they are aon <STREET>#0 in <POI>#0 and are open now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thay,they,,using <COMM_METHOD>#0 please send open hours of those places if thay are not <CUISINE_OF>#0 cuisine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thar,that,,are those places thar has a <AMENITY>#0 are open now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
directiosn,directions,,give directiosn to here from the places that are within walking distance of <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locasted,located,,what about location of those places locasted in <POI>#0 less than <DIST>#0 from <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
findout,find out,,findout <ORDINAL>#0 one those places is open at <TIME>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reated,rated,,find location about the ones that are highest reated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whch,which,,send to <PERSON>#0 the street whch those places not <POI>#0 is on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nevermind,never mind,,Nevermind show me ones that are not <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thise,those,,let me know the direction of the <AMENITY>#0 from thise places not <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
senf,send,,senf using <COMM_METHOD>#0 the price category of those places near here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whereit,where it,,which way should i take to go from <AMENITY>#0 to those places whereit is in <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walk-able,walk-able,,how about the ones which are not <POI>#0 and walk-able from <STREET>#0 in <NEIGHBORHOOD>#0 and are very expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accuate,accurate,,are the send info of the <ORDINAL>#0 one of places using <COMM_METHOD>#0 is correct and accuate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te,the,,send <PERSON>#0 te address of the place that isn't <POI>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuisian,cuisine,,show phone number of those places which has <CUISINE_OF>#0 cuisian and near <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toopen,to open,,display the route from those places toopen at <TIME>#0 <AMENITY>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thedirections,the directions,,what is thedirections from here to those places near here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whitch,which,,find out the directions to those places from <AMENITY>#0 whitch is near here in neighbothood <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neighbothood,neighborhood,,find out the directions to those places from <AMENITY>#0 whitch is near here in neighbothood <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<COMM_METHOD>#0ed,<COMM_METHOD>#0,,<PERSON>#0 need closing time <COMM_METHOD>#0ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expensie,expensive,,the ones most expensie in <POI>#0 with <AMENITY>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eatry,eatery,,find the phone number of the eatry that is open latest and not <CUISINE_OF>#0 cuisine and give its phone number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nea,near,,find me the phone number of places nea me whit highest rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place',place',,send to <PERSON>#0 the <ORDINAL>#0 place' phone number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferrable,preferable,,<POI>#0 will preferrable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherones,other ones,,I don't want <POI>#0 anymore what are some otherones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pice,price,,send via <COMM_METHOD>#0 the pice range of the <ORDINAL>#0 place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
placesare,places are,,tell me if those placesare open at <TIME>#0 on <STREET>#0 are not <CUISINE_OF>#0 cuisine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clsoest,closest,,tell me direction from those places to <AMENITY>#0 that is clsoest to here and the cuisine is not <CUISINE_OF>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whisch,which,,whisch is open at <TIME>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
untill,until,,find the number of the fast food <AMENITY>#0 with space for cars open untill 5pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5pm,5pm,,find the number of the fast food <AMENITY>#0 with space for cars open untill 5pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'd,i'd,,I'd like to see it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opem,open,,let me know if those places with <AMENITY>#0 are opem at <TIME>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walkibng,walking,,find the ones that are of walkibng distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ess,less,,tell me if those places is open at <TIME>#0 which has not <CUISINE_OF>#0 cuisine and is ess than <DIST>#0 from <NEIGHBORHOOD>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cusines,cuisines,,how about non <CUISINE_OF>#0 cusines near <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foward,forward,,foward address of those places to <PERSON>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earest,nearest,,find directions from <POI>#0 to those places earest to <STREET>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sjow,show,,sjow <AMENITY>#0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has/have,has,,find me a bank that has/have an <AMENITY>#0 near here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atmost,at most,,show me the directions from the <POI>#0 that atleast has a <NUMBER>#0 stars rating to those places that are atmost expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eplace,place,,show me thos eplace open at <TIME>#0 and serve <CUISINE_OF>#0 cuisine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
